"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene910",9002.21812418374,8804.21975689856,8616.12960915074,8748.79420769096,8586.25317111326,8672.55472767734,8577.96457411861,8657.22948384481,8920.23871862719,8836.22770839203
"Gene911",15406.7140048517,15356.2193878568,15238.0557099162,15555.5343882016,15431.7019014718,15412.6896086094,15479.4592531447,15609.899947279,15521.4575958113,15268.3949897344
"Gene912",15012.7100363184,14920.720356742,14882.4862982388,14829.0730456945,14826.0325906463,14819.4375066613,14928.1803387507,15142.8266464385,14910.7035515218,15083.0784887004
"Gene913",9579.70433296532,9600.49284876207,9520.57050668432,9480.46523313236,9738.21244856552,9652.60720009545,9523.70699324024,9479.34743403274,9518.88149291664,9387.12312510207
"Gene914",5948.68736805104,5753.82271819368,5708.61813560898,5728.3358131077,5858.7619609256,5809.12458227493,5731.03739450631,5791.01952333637,5760.35070289315,5768.39726854801
"Gene915",11997.807120238,12027.3885423736,12226.7995451867,12199.3408711848,12043.1206592067,12162.4590927368,11782.1722231769,12328.3222173884,12107.2329100757,11897.3193663803
"Gene916",10922.021774782,10938.4029869739,10851.5173568783,10806.0401130855,10918.8717423804,10824.8733535447,10923.7291042818,10854.7145708251,10976.2709829258,10953.889906571
"Gene917",17172.0062952409,17300.9724382778,16916.591610927,17079.0772196587,16993.3786538942,17076.1685024716,17120.3627666634,16968.0319069186,17060.1656129638,16978.3608856387
"Gene918",12065.4058403295,12180.1701696827,11984.7285990822,12128.7207247419,12061.9241182029,11920.4122351421,12065.0866220594,12143.9058218536,12180.477257219,12187.0869861788
"Gene919",8156.26842703882,8252.58765081977,8138.19466427761,8176.88679223518,8211.17364692562,8166.31293401503,8358.09966984418,8216.00894873347,8347.54866576646,8194.35873662894
"Gene920",6122.5126482863,6175.51904777591,6283.20411757149,6367.96910670956,6384.26915708294,6280.56225262295,6122.26759181816,6263.26337732272,6322.08294003952,6034.57915185133
"Gene921",10721.1570065102,10763.2514640774,10731.8119439695,10698.9521861024,10687.292300006,10692.775885511,10648.8979739388,10977.0843286099,10709.8230429241,10675.9151550201
"Gene922",2379.47494722042,2381.67994721161,2357.75328092331,2300.36444232922,2368.24617778631,2320.01122001803,2521.97978432436,2371.56037622346,2413.60309287223,2272.65418086193
"Gene923",2014.44185872638,2127.51985692164,2207.89983809667,2111.65814937519,2120.8322436256,2061.35330356869,2182.48250566531,2100.96809492471,2085.44534858446,2186.73471220073
"Gene924",4913.46125464995,4792.39316316421,4808.61077188685,4902.89049484865,4711.75096215655,4776.07492208279,4825.71131808218,4831.02015592614,4867.57708574471,4803.06676770747
"Gene925",14525.9992516597,14584.2200124816,14544.6510218071,14454.5547280833,14401.4702796266,14540.2135173445,14556.3499859337,14653.3476152993,14494.8832815192,14330.019616317
"Gene926",19072.496025813,19202.4135631999,18995.0322617297,19151.9521738562,19273.5454711193,19139.8948144481,19076.5137532227,19048.31778926,19184.8284072628,18898.9137145361
"Gene927",7679.21460239316,7808.99738087548,7779.96513231333,7792.52796241469,7776.71477853942,7857.03083819947,7769.6377201685,7726.52991759432,7785.23970147724,7786.66243435423
"Gene928",16524.9899743652,16422.3590924439,16380.1340197429,16725.3976337847,16520.3232117789,16656.937017095,16884.33132531,16295.8599979599,16349.0610458165,16307.8520909885
"Gene929",10388.9575820606,10417.2320153119,10466.6866220454,10498.0899663017,10501.2370215171,10443.6100026928,10307.7840415719,10558.2695237972,10455.4863729225,10411.4179671807
"Gene930",13579.6171703789,13651.8237261932,13521.391418127,13687.5736294204,13552.345657587,13672.4834428952,13699.5235207465,13519.272958646,13604.4165729422,13642.6638670274
"Gene931",2221.10080300607,2085.63579709858,2145.83036473652,2177.0686128838,2127.7598337821,2134.91656421025,2070.93339982019,2071.66829376497,2171.37769287072,2119.34689364293
"Gene932",13946.5816508755,13734.1639801635,13978.9321074675,13792.3461417661,13780.9561327515,14038.7177404978,13591.2077223172,13834.676700542,13930.8441358014,14077.3152967252
"Gene933",9753.52961320057,9655.70365489248,9397.31826672631,9684.22172122997,9595.70202248895,9512.59970403572,9549.57345256665,9844.73318967182,9666.52364148899,9798.18881830468
"Gene934",5921.64788001445,5970.38234568794,6047.34011880293,5963.35039881119,5989.39651816245,6107.33263885413,5967.06883585974,6192.5991509963,6102.92662575243,5864.42490999288
"Gene935",22881.2010549678,23170.4522762102,23289.3531114896,23168.6177162122,23146.0683686027,23333.0006710166,23144.0144822997,23088.2433138732,23155.594785859,23068.5349878002
"Gene936",10064.4837256214,9876.54687941409,9936.43597819731,9914.02662399914,9945.05049752387,9886.74402966427,9817.93796807808,9930.90907543576,9935.85521720496,9914.43280531689
"Gene937",16511.4702303469,16370.9559281156,16399.6415685132,16517.0103164122,16473.8093921567,16260.6446129937,16518.9675873245,16526.8113718073,16603.3977158181,16464.5287691354
"Gene938",24356.7845449648,24307.0333541361,24452.7123836112,24208.2388884374,24127.8068593524,24141.4055352711,24067.1237495107,24120.6304253251,24409.3995944383,24613.4007282378
"Gene939",12090.5139363635,11956.9471690348,12014.876629,11846.2401389702,11998.5861510578,11870.5790585784,12124.9028092517,12095.6473258258,12050.1369229325,12112.9603857652
"Gene940",3773.93997310771,3874.75148885886,3928.11095693504,3831.43237135811,3840.85391391085,3948.68599056597,3739.32002637323,3798.63304447421,3893.48494145291,3856.26791697032
"Gene941",16073.0442457535,15963.5382552913,16002.3969390083,16152.9113646696,15990.857392675,16011.4787301755,15919.1890616935,16333.7773876961,16078.5760158148,16077.048812428
"Gene942",15526.4603090137,15619.4226274267,15768.3063537643,15656.2549249317,15859.2331797015,15635.7523989418,15721.9573093297,15759.8459885083,15749.8415443842,15347.5756765398
"Gene943",13680.0495545148,13698.9432934941,13694.2992367731,13854.8623369778,13812.6251163241,13795.0888772978,13845.0223544576,13770.9065450767,13687.4652815141,13646.0332579553
"Gene944",7126.83648964557,7092.684766856,7041.33839932757,6914.40696115314,6978.06259906865,7121.39823178394,7187.64238532441,7012.99358346895,7078.17222432996,6940.94531145379
"Gene945",6572.52698489536,6457.76049635634,6477.39289851252,6499.36888738614,6471.35886190751,6396.04866180217,6419.73187407181,6520.06751689925,6645.05014004154,6435.53667227026
"Gene946",6914.38336935803,6797.11657196823,6753.15870158403,6861.15242449126,6837.53148446536,6748.83591176058,6883.71148823917,6952.6704634342,6841.13736861419,6720.25020567699
"Gene947",22568.3155505443,22587.4071252641,22657.1311899784,22538.8249348196,22514.6680086246,22504.8207366972,22497.3529991396,22791.7982668453,22525.8087458551,22574.9192168643
"Gene948",4030.81510945537,3893.78969786934,3881.11549853379,3936.78373736312,3864.60565159028,3944.73097655298,3889.66882120795,3984.77295772431,3906.17293859585,3842.79035325876
"Gene949",631.56518485477,631.116628697561,576.359395487083,602.586659402295,598.741720668917,574.268034685676,611.095101586286,610.125271208653,613.060952860975,554.264807637936
"Gene950",10358.0553100187,10574.7731948736,10417.0310433573,10502.1419419172,10368.623152807,10625.5406472902,10422.5664548328,10406.5999648527,10561.027440066,10421.5261399644
"Gene951",23777.3669441806,23872.0102782465,23569.5524483725,23752.1022048553,23802.2101219969,23773.5892320633,23572.4277148932,23696.6450673666,23810.180093006,23671.6559638925
"Gene952",10844.7660946775,11074.5261813988,10877.2318529847,10951.332381587,10955.4890046362,10999.6849729187,11095.0943973193,10706.4920473112,11137.7545829268,10893.240869869
"Gene953",6110.92429627062,6122.68801777181,6148.42468970374,6196.62842353657,6055.70345251752,6038.51539502816,6220.88346800008,6051.27069834345,6187.70551575296,6133.97618422409
"Gene954",4053.99181348673,4146.04596725826,4064.66379832736,4056.60644485234,4031.85747108292,4110.84156509842,4051.33419199797,4086.46050292575,4121.2921628829,4199.94579161512
"Gene955",8152.40564303359,7883.24639601637,7835.82765833746,7916.98149917886,7990.48041765427,7952.74217731375,7721.13810893149,7726.52991759432,7969.79238719267,8029.25858116232
"Gene956",12019.0524322668,11965.0384078642,11858.8162388373,11803.9838218363,11958.999921592,11999.5125154018,12102.2696573411,11838.8431862493,11903.071501503,11754.1202519449
"Gene957",4504.00615009579,4529.18992359426,4586.93408131489,4605.93856759276,4515.79912630127,4682.73659137631,4563.81341740234,4606.96285293991,4707.24694002942,4631.22783038507
"Gene958",3009.10874007257,3041.3538894249,3007.70933768028,3010.03902871463,3073.87071801265,3022.42170872447,3162.17465265285,3110.94947607802,3066.4582185906,3093.1008718032
"Gene959",6362.00525661043,6614.82572069284,6461.43217679134,6409.64657018407,6500.05887827016,6552.66721671644,6610.49701160403,6452.85032600338,6464.53454432612,6349.61720360906
"Gene960",3797.11667713907,3694.84041370978,3681.60647701903,3639.25295644787,3764.65042218935,3671.8350096569,3577.6546555832,3793.46249132838,3672.59844573724,3627.14933387379
"Gene961",22746.0036147848,22712.583349508,22652.6976561669,22838.0922767129,22632.437041285,22893.2031127725,22461.7866175658,22881.4211880398,22623.2756329986,22854.5786638792
"Gene962",7107.52256961943,7126.95354307487,7203.60573682625,7121.05771754758,7249.22827090878,7182.30544758393,7315.35802824853,7062.97559721203,7127.77075861598,7121.20772609592
"Gene963",11845.2271520315,11909.8276017338,11919.9990054352,12059.8371392771,11989.679249428,11872.1610641836,12065.0866220594,11907.7838948604,11872.5049629314,12030.4103080319
"Gene964",17177.8004712487,17417.581468467,17207.4314289574,17239.9985369631,17144.7959816005,17599.0213549884,17181.7956075636,17607.456979287,17425.8106215375,17478.7154384304
"Gene965",17921.3863922551,17584.641752534,17668.5189453471,17560.6834642531,17450.5996042232,17451.8948337053,17716.9079848786,17605.7334615717,17722.8251001108,17377.6337105937
"Gene966",14657.3339078375,14851.2308938537,14655.4893670931,14987.6789483614,14723.1083940355,14787.0063917548,14740.6485086343,15015.2863355079,14711.7326872348,14789.941477974
"Gene967",11325.6827033283,11278.235017811,11256.7423472439,11160.2985526189,11337.4961189803,11138.1104633733,11025.5782878796,11337.2995311032,11129.6804029267,11373.3790770933
"Gene968",12486.4492968993,12659.9330367469,12678.1332871912,12744.0421646503,12791.3003961087,12771.5312507368,12613.1322290376,12710.9431501803,12889.2749157949,12709.3425800018
"Gene969",2684.63488363343,2685.8153361541,2619.33177579822,2641.30924769709,2667.12221025245,2545.44701875827,2698.19503848548,2618.02340950832,2643.14049573081,2567.47588705233
"Gene970",18216.889368655,18383.2946205238,18360.1502199316,18353.1341239281,18560.9933407364,18246.8526503157,18203.5207509566,18165.8767190373,18331.2722358289,17985.8087730778
"Gene971",3134.64922024248,3091.80514330268,3124.75463030228,3013.51215067084,3102.5707343753,3051.68881242057,3063.55877647093,3040.28524975159,3062.42112859057,3030.76713963723
"Gene972",6369.73082462089,6509.16366068465,6562.51674769215,6482.00327760509,6469.37955043423,6530.51913824372,6372.8489165427,6637.2667215382,6529.70471146939,6420.37441309476
"Gene973",683.712768925347,662.053718339598,657.936417617562,672.627952185847,651.193474710987,645.458286919437,594.928564507284,668.724873528128,697.839842861505,682.301662897764
"Gene974",17511.9312877009,17629.3815437086,17681.8195467814,17568.7874154842,17619.8307351891,17631.4524698949,17563.3258826281,17510.9399872314,17670.3429301105,17589.9053390507
"Gene975",24884.0545616785,24852.9539975117,25178.9252219249,25104.3043531394,25031.3625469073,25036.8207078113,24940.1167517768,25034.0948144228,24796.9602344407,24874.5285251493
"Gene976",6344.62272858691,6167.90376417172,6125.37031388426,6245.83098458287,6359.52776366687,6283.72626383334,6329.19926642939,6118.48788923932,6252.29895575337,6189.57113453428
"Gene977",16830.1499107782,16815.0221532852,16930.7789191236,16834.222121746,16957.751047375,16959.8910904898,16894.0312475574,17155.895337884,16955.778000106,16617.8360563544
"Gene978",7984.37453880617,8201.18448649146,8101.83968702381,8187.30615810381,8119.13566341784,8235.130177841,8270.80036961757,8088.46863780285,8108.78362862211,7953.4472852848
"Gene979",6601.49786493457,6638.14752673068,6685.76898765016,6751.74908287067,6658.40379613301,6581.93432041254,6637.98012463834,6880.28271939249,6634.66905147004,6743.83594217222
"Gene980",9556.52762893395,9517.2006843412,9547.17170955295,9487.41147704478,9563.04338317974,9463.55753027469,9373.35819840552,9596.54663867169,9501.57967863082,9671.83665850879
"Gene981",16814.6987747573,16658.4328841739,16747.23061933,16905.4211218482,16550.0128838782,16755.8123674197,16497.9510891218,16874.9619502936,16696.2507858187,16825.0535984197
"Gene982",9736.14708517705,9693.78007291344,9789.24265565753,9654.12133094282,9749.09866166859,9802.10672978635,9577.05656560095,9832.66856566487,9631.92001291735,9580.86310345576
"Gene983",12001.6699042432,12282.0245878888,12006.8962681394,12187.1849443381,11989.679249428,12180.6521571966,12178.2523816124,12469.6506700413,12167.7892600761,12316.8085369026
"Gene984",7777.71559452648,7625.75461914956,7637.20534358499,7648.97225489138,7431.32492645107,7645.04208710338,7840.77048331611,7428.36135285111,7356.7314343317,7507.00298733935
"Gene985",3451.39750867117,3456.38684585346,3472.3436811191,3466.75456595614,3568.69858633407,3504.14241550626,3391.73947917468,3478.05874943238,3391.1556000212,3401.40014170515
"Gene986",17372.8710635127,17217.2043186317,17245.5598197358,17337.8248053963,17269.4926044175,17026.3353259079,17288.494752285,17131.7660898701,17059.0121586781,17273.1825918291
"Gene987",7619.34145031213,7672.87418645051,7616.81108805237,7690.07086470652,7694.57335239806,7558.82278162027,7806.8207554502,7650.69513812206,7657.78300290501,7404.2365640387
"Gene988",9305.44666859413,9291.59790756696,9235.93763598993,9134.31074483018,9388.8639735306,9336.20607905651,9104.99368289408,9089.83243037976,9259.93100577217,9093.98611437563
"Gene989",10251.828749875,10004.5788350096,10166.9797363921,10175.0896243742,10020.2643335087,10121.6718620357,10443.5829530355,10025.7025497761,9998.71847577678,10263.1647663535
"Gene990",11155.7202070983,11117.3621516724,11158.3178966299,10912.5491864093,11053.4649225639,10863.632490872,10884.9294152922,10599.6339489639,11068.5473257835,10940.4123428595
"Gene991",1626.23206620097,1573.50797471654,1609.37277355239,1560.0106119973,1570.58365405218,1584.37861360249,1589.17059486592,1566.67760318832,1602.72473001002,1642.57807734647
"Gene992",7584.57639426508,7605.76449968856,7618.58450157695,7576.61554747036,7557.01120500471,7608.6559581839,7658.08861432338,7783.40600219852,7726.41353290544,7545.75098301008
"Gene993",3895.61766927239,3710.07098091817,3837.66686718168,3770.65273712445,3694.38486488771,3859.30267387247,3689.20376142832,3829.65636334923,3805.82241573808,3815.83522583564
"Gene994",5330.64192721457,5462.062165108,5550.78433192175,5537.31410551619,5555.92730551289,5410.45916976587,5380.22353989196,5380.82230710004,5452.95513574837,5571.28789926643
"Gene995",10425.6540301102,10342.0310897204,10363.82863762,10487.670600433,10439.8783658453,10393.7768261292,10406.3999177538,10427.282177436,10501.6245443514,10072.7941789277
"Gene996",15808.4435413954,16096.3297631394,15803.7746242558,15886.0598277009,15804.8021141861,16081.0869768041,16147.1372345075,15603.0058764179,16016.8662115287,15874.8853567546
"Gene997",10829.3149586566,10721.3674042543,10770.8270415101,10905.6029424969,10776.3613163039,10878.6615441213,10708.7141611311,10634.1043032695,10675.7961414953,10974.1062521384
"Gene998",2143.84512290151,2276.01788720342,2219.42702600641,2241.32136907367,2255.42542380903,2284.41609390114,2140.4495092599,2118.2032720775,2314.40602430018,2292.87052642927
"Gene999",20947.8776603512,20963.923851895,21028.2508676556,20948.1350788758,20936.1671086792,21184.6370591622,21359.2287887778,21071.7275869971,21073.0330729889,20955.926876013
"Gene1000",18732.5710333529,18749.3041887504,18841.6319918539,18610.1451486876,18582.7657669426,18757.8404607935,19078.1304069306,18096.9360104261,18823.2204886891,18556.9205353552
"Gene1001",4202.70899768801,4243.14083321173,4251.75892517009,4159.06354256051,4166.45065126635,4185.98683134517,4064.26742166117,4101.97216236326,4182.42524002614,4186.46822790356
"Gene1002",8801.35335591188,8697.12983121458,8622.33655648676,8718.69381740381,8693.13599067068,8649.61564640202,8584.43118895021,8533.13620834475,8847.57109862673,8659.33468467779
"Gene1003",17834.4737521374,17903.5317534596,17717.2878172729,17861.6873671245,17936.5205709148,17814.1741172949,17524.5261936385,17881.4962960163,17892.9596072547,17468.6072656467
"Gene1004",6089.67898424186,6075.0924952456,6146.65127617916,6008.5009842419,6029.97240336481,5969.69815120219,6240.28331249488,6080.57049950318,5979.50701718023,6007.62402442821
"Gene1005",22730.5524787639,22646.4255731966,22539.1991905941,22763.4201546544,22875.8923524992,22679.6323560712,22524.8361121739,22317.8308951436,22639.4239929987,22667.5774673813
"Gene1006",7617.41005830952,7784.24770916185,7731.1962603875,7734.06374281851,7791.55961458906,7671.93618239169,7677.48845881818,7874.75244110829,7628.94664576197,7714.22052940459
"Gene1007",7291.00480986775,7270.21606587877,7199.17220301481,7294.13496169868,7224.48687749271,7244.00366618652,7053.46012756869,7038.84634919813,7183.13656433061,7277.88440424281
"Gene1008",11234.9072792055,11266.8120924047,11175.1653251134,11358.2665041228,11284.0547092016,11355.6362340875,11179.1603901301,11432.0930054435,11157.9400329269,11206.5942261628
"Gene1009",5827.00967188636,5849.0137632461,5825.66342823097,5826.16208154092,5791.46537083388,5752.17238048792,5899.16938012793,5763.44323989191,5779.95942575041,5869.47899638471
"Gene1010",11341.1338393493,11031.6902111252,11075.8541677372,11136.5655525848,11310.775414091,11037.6531074434,11251.9098069856,11145.9890647072,11207.5385672129,10969.0521657465
"Gene1011",3455.2602926764,3180.8087704267,3259.53405817002,3211.48010217477,3182.73284904337,3262.09555791147,3312.52344748757,3222.97812757113,3287.34471430626,3182.38973139229
"Gene1012",5089.21792688782,5266.44456752527,5219.15600282611,5292.45900760344,5327.31683034839,5225.36451395809,5283.22431741794,5249.83496073886,5309.35007717604,5382.60200730458
"Gene1013",15472.3813329406,15108.2467154952,15042.9802222129,15319.9409488388,15091.2603280666,14991.085114825,15060.7459427985,15130.7620224315,15074.4940600942,15221.2235167439
"Gene1014",577.486208781579,619.217748066008,587.886583396824,563.803464224626,586.865851829203,574.268034685676,559.362182933479,582.548987764194,571.536598575001,593.012803308674
"Gene1015",11667.539087791,11933.1494077717,11650.4401496997,11856.6595048388,11831.3343315651,12099.1788685291,11796.722106548,11878.4840937007,11616.4381115012,11904.058148236
"Gene1016",24022.6537285126,24275.1443540435,24264.7305500062,24091.8893029044,24073.375793837,24261.6379612659,24109.1567459161,24339.5171751655,24121.0360230079,24237.7136397781
"Gene1017",19306.1944581293,19328.5416978944,19193.6545764821,19290.8770521046,19216.145438394,19201.5930330507,19176.7462831125,19050.0413069753,19228.0829429773,19163.4109023755
"Gene1018",7561.39969023371,7810.90120177653,7810.9998689934,7730.01176720293,7675.76989340185,7646.62409270858,7806.8207554502,7855.79374624023,7767.93788719141,7670.41844734202
"Gene1019",12955.7775535345,12822.2337685613,12857.2480531734,12893.9652624266,12914.0177074524,12839.5574917602,12878.2634371332,12872.9538154165,12932.5294515094,12904.7672538194
"Gene1020",11491.7824155532,11502.4099289095,11467.7785566684,11588.6502605513,11465.1617090073,11444.2285479784,11625.3568135105,11309.7232476587,11243.2956500703,11535.1098416321
"Gene1021",2445.14227530929,2425.46782793572,2452.63090448811,2434.65849130264,2331.62891553052,2477.4207777349,2415.28063960294,2414.64831910543,2449.3601757296,2481.55641839113
"Gene1022",17419.2244715754,17270.0353486357,17301.4223457599,17031.6112195905,17328.8719486161,17210.6389789131,17112.2794981239,16902.538233738,17176.0877686788,17185.5784277039
"Gene1023",8683.53844375243,8778.5181747344,8734.94831529731,8825.78174438693,8654.53941694161,8593.4544474176,9012.84442154377,8714.10556844901,8612.84315148241,8573.41521601659
"Gene1024",10811.932430633,10666.6325533492,10838.216755444,10786.359088667,10720.9405950519,10749.728087298,10631.1147831519,10725.4507421792,10521.8099943515,11001.0613795615
"Gene1025",11789.2167839557,11896.9768106518,11923.5458324843,11820.1917242986,11982.7516592715,11880.8620950122,11908.2712123931,11962.9364617493,11875.3885986457,12126.4379494768
"Gene1026",9048.57153224647,9218.77675810186,9220.86362103103,8983.80879339445,9061.28792470182,9136.87337280198,9429.94107818203,9120.85574925478,9102.48449577118,9144.52697829398
"Gene1027",3743.03770106588,3703.4076077645,3719.7348677974,3746.34088343098,3750.79524187635,3640.194897553,3705.37029850732,3740.03344215474,3751.61006430916,3590.086033667
"Gene1028",4986.85415074928,4928.04040236391,5056.00195856515,4996.08593400693,4915.62004390497,4973.82562273213,5027.79303156971,4905.13141768312,4901.6039871735,5121.47421039309
"Gene1029",5998.90356011901,6229.30198823053,6119.16336654824,6270.14283827633,6280.35530473545,6203.83498077101,6148.13405114457,6199.49322185741,6170.98042861,6295.70694876282
"Gene1030",17998.6420723596,17855.9362309334,17830.7862828458,17880.2106842243,17767.2894399489,17735.0738370352,18033.772111627,17940.0958983358,17848.5516172544,18226.720224422
"Gene1031",9908.04097340969,9980.30511852124,9907.17465504181,9896.08216055873,9861.91941564587,10114.5528368123,10214.0181265136,10068.7904926581,9938.16212577641,10064.370701608
"Gene1032",17200.9771752801,16902.5979147334,16902.4043027304,16645.5158287919,17035.9338505698,16800.1085243651,17020.1302367736,16859.450290856,16873.3060186769,16916.0271534727
"Gene1033",50229.7118119816,50378.4327283188,49977.4532428284,50225.3954624005,50367.5390607006,50729.3827389758,50554.378099748,50962.6953230753,50217.3625103139,50699.2252919637
"Gene1034",3391.52435659014,3353.58051719684,3363.2787493577,3390.34588291954,3356.9122586925,3345.15085218419,3467.72220344599,3314.3245664809,3309.83707287783,3357.59805964258
"Gene1035",21577.5114532033,21411.7977188667,21642.7386539211,21636.3920798645,21689.2951242644,21512.1122194375,21734.2924490107,21549.1419941293,21394.2700915623,21621.3815842714
"Gene1036",10539.6061582645,10486.2455229749,10565.1110726594,10467.9895760145,10627.9129558074,10510.054238111,10576.1485570833,10385.9177522693,10400.1205672079,10554.617081616
"Gene1037",10711.5000464971,10833.2168821909,10941.0747398694,10744.6816251925,10762.5061359909,10679.3288378668,10807.330037313,10682.3627992973,10836.1262872106,10723.0866280105
"Gene1038",7304.52455388605,7200.7266029905,7314.44408211222,7216.56857134334,7060.20402521,7168.85839993978,7200.57561498762,7107.78705780928,7207.35910433077,7102.67607599252
"Gene1039",4160.2183736305,4290.26040051268,4159.54142189216,4181.63883527587,4122.90579885406,4084.73847261271,4221.0828313275,4100.24864464798,4180.69505859756,4088.75589099475
"Gene1040",22830.9848628998,22761.60673771,22998.5132934592,23123.4671307814,22849.1716476098,22568.100960905,22832.0003166749,22741.8162531022,22789.9497772853,22952.291000788
"Gene1041",13747.6482746063,13690.3760994394,13657.057552757,13680.627385508,13662.1974443544,13699.3775381835,13608.9909131041,13665.7719644447,13767.0536272289,13861.6742773402
"Gene1042",1286.30707374091,1393.1209443422,1380.60242888213,1364.93692879021,1405.31114603283,1366.06184008562,1421.0386092443,1382.2612076535,1366.84332857997,1356.1798484758
"Gene1043",17649.0601198865,17549.8970210899,17709.3074564123,17627.2516350804,17546.5962106775,17723.9997977988,17514.8262713911,17340.3117334188,17615.5538515387,17739.8432353419
"Gene1044",4780.19520646959,4941.84310389651,4998.36601901644,4809.69505569036,4965.10283073712,4928.73846298408,4929.1771553878,4922.36659483591,4944.28179574519,4848.55354523398
"Gene1045",20494.0005397369,20295.682715627,20120.2631430729,20250.6164193371,20416.5978469417,20149.2143905623,20537.9687051645,20259.9507431009,20447.8608501278,20164.1200079588
"Gene1046",29453.7280398631,29215.5595922642,29240.0421932031,29291.731725009,29100.8269359826,29195.9134438682,29662.3622325534,29060.2321973138,29334.6493944691,29655.6942518255
"Gene1047",7377.91744998538,7353.50823029964,7336.61175116942,7345.07408372308,7184.900648027,7537.46570595014,7355.77437094604,7516.26075633033,7280.02672433122,7286.30788156254
"Gene1048",3563.41824482278,3657.23995091407,3656.77868767497,3644.46263938218,3683.49865178464,3727.99620864131,3703.75364479942,3588.36388321021,3648.37590573709,3662.52793861664
"Gene1049",1365.49414584808,1327.91507848129,1326.51331638258,1307.63041651276,1362.75594935719,1379.50888772978,1291.70631261228,1409.83749109796,1337.43024429407,1356.1798484758
"Gene1050",12567.5677610091,12643.750559088,12488.3780400617,12711.6263597256,12552.7933635777,12675.0289088199,12697.1982218484,12688.5374198816,12592.8371643644,12527.3954698957
"Gene1051",5844.39219990989,5883.28253946497,5854.92475138647,5784.48461806641,5745.94120694831,5923.81998865155,5941.20237653334,5911.66576340587,5972.00956432304,5882.95656009627
"Gene1052",15682.9030612255,15825.03528474,15649.4876476177,15720.5076811215,15941.3746058428,15822.4290603548,15713.8740407902,15802.9339313902,15662.1790186693,15618.811646235
"Gene1053",16161.8882778737,15977.3409568239,16036.9785027375,15775.4987787615,15633.5916717469,15797.9079734743,16121.2707751811,15840.8513211264,15866.9171543849,16053.4630759328
"Gene1054",6873.82413730314,6773.79476593038,6798.38074646071,6836.26171713843,6752.42109111408,6774.9390042463,6878.86152711547,6697.58984157295,6739.05666432784,6831.44010629736
"Gene1055",27109.0181486897,26467.3941216008,26576.3750792905,26830.4459653754,26671.2221025245,26627.5273438346,26724.9024452987,26711.077551389,26700.1598058812,26956.8121185855
"Gene1056",18792.444185434,18861.6296219123,18635.0293162408,18686.5538317242,18952.897012447,19018.0803828481,18588.2843334368,19006.9533640933,18764.9710472602,18871.958587113
"Gene1057",28665.7201027966,28582.0631874404,28723.9788575516,28770.7634315776,28626.7818381307,28642.21148205,28407.8389552228,28939.5859572443,28923.4429416094,28996.978325423
"Gene1058",5865.63751193864,6072.23676389403,6187.4397872444,6084.33081361914,5980.48961653267,6090.72157999959,6023.65171563625,6073.67642864207,6011.22701003757,5958.7678559738
"Gene1059",9614.46938901237,9887.49384959512,9788.35594889524,9584.65889181864,9625.39169458824,9619.38508238636,9834.10450515709,9643.08161698422,9773.79489006109,9985.19001480258
"Gene1060",7480.28122612392,7414.90645435845,7520.160050963,7438.26952288136,7481.79736901985,7509.78060785923,7477.02339903855,7561.07221692757,7324.4347143315,7667.04905641413
"Gene1061",4863.24506258199,4753.36483469272,4915.90229012367,4796.96027518426,4807.7475686109,4765.79188564903,4676.97917695536,4813.78497877335,4788.56546717279,4760.94938110884
"Gene1062",23232.7143994435,23564.0672475019,23558.0252604628,23492.7757654584,23325.196056935,23358.3127606997,23713.0765874805,23565.6577210054,23668.3052158622,23560.4660632722
"Gene1063",9303.51527659152,9276.84329558383,9369.83035709539,9397.11030618334,9617.47444869509,9339.3700902669,9324.85858716852,9351.80712310212,9332.59862577262,9206.86071045995
"Gene1064",7281.34784985468,7057.4640801866,7004.09671531149,6949.7170343746,6970.1453531755,7016.19485903849,7111.6596610531,7116.40464638567,7139.88202861606,7176.80267640611
"Gene1065",3047.73658012485,3034.69051627123,2975.78789423792,2963.73073596518,3045.17070165001,3012.9296750933,2885.72686860191,2966.17398799461,3062.99785573343,3030.76713963723
"Gene1066",10251.828749875,10247.7919551185,10390.4298404887,10231.2384293329,10182.5678743182,10213.428187137,10385.3834195511,10170.4780378595,10267.4733243499,10278.327025529
"Gene1067",11377.8302873989,11548.5775857599,11457.1380755209,11601.9638947168,11443.3892828011,11471.9136460694,11636.6733894658,11421.7518991518,11403.6257957856,11331.2616904947
"Gene1068",2228.82637101653,2223.66281242459,2234.50104096531,2160.86071042149,2193.07711240053,2219.55386408816,2151.7660852152,2207.82619327199,2182.33550858507,2212.00514415991
"Gene1069",9270.68161254708,9381.07748991624,9319.28807164498,9430.6838184267,9251.30182613724,9213.60064465392,9179.35975345749,9394.89506598409,9355.09098434419,9307.94243829665
"Gene1070",5303.60243917797,5244.55062716322,5212.0623487278,5159.32266594876,5252.10299436354,5378.02805485938,5401.24003809466,5315.32863391945,5318.00098431896,5412.92652565559
"Gene1071",12434.3017128288,12399.5855285286,12439.6091681358,12333.0560664988,12319.23460973,12281.1095131264,12399.7339395947,12378.3042311315,12330.4263143628,12230.8890682414
